query,target,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,tend,evalue,bits,alntmscore,query_uniprot,target_uniprot,query_gene,target_gene,target_organism
AF-V5VDI8-F1-model_v4,AF-Q9UF47-F1-model_v6,0.263,76,48,2,3,72,20,93,0.2228,104,0.7563,V5VDI8,Q9UF47,hscB,DNAJC5B,9606
AF-A0A1E3M7D4-F1-model_v4,AF-Q9H7X0-2-F1-model_v6,0.135,184,117,9,9,167,22,188,8.184e-09,281,0.7563,A0A1E3M7D4,Q9H7X0,,NAA60,9606
AF-A0A1E3M7G0-F1-model_v4,AF-P37287-F1-model_v6,0.168,433,283,19,28,426,19,408,1.29e-21,619,0.7561,A0A1E3M7G0,P37287,,PIGA,9606
AF-A0A1L5TUM7-F1-model_v4,AF-Q5T0F9-3-F1-model_v6,0.181,66,49,2,1,62,206,270,0.405,90,0.756,A0A1L5TUM7,Q5T0F9,,CC2D1B,9606
AF-A0A081GVT0-F1-model_v4,AF-Q96EM0-F1-model_v6,0.08,25,23,0,126,150,305,329,5.63,35,0.756,A0A081GVT0,Q96EM0,rluA_1,L3HYPDH,9606
AF-A0A7U5A2B5-F1-model_v4,AF-Q8N4V2-F1-model_v6,0.15,451,294,18,8,395,81,505,1.379e-08,385,0.7558,A0A7U5A2B5,Q8N4V2,,SVOP,9606
AF-A0A5P1UD84-F1-model_v4,AF-Q96Q11-F1-model_v6,0.207,425,252,21,2,403,58,420,2.667e-12,482,0.7557,A0A5P1UD84,Q96Q11,cca,TRNT1,9606
AF-V5VGP8-F1-model_v4,AF-Q9H171-7-F1-model_v6,0.14,57,44,2,32,88,38,89,2.257,54,0.7556,V5VGP8,Q9H171,yybR_4,ZBP1,9606
AF-A0A1E3M229-F1-model_v4,AF-Q6P4F2-F1-model_v6,0.207,106,65,6,2,94,66,165,0.001542,133,0.7553,A0A1E3M229,Q6P4F2,,FDX2,9606
AF-A0A1E3M7D4-F1-model_v4,AF-Q9H7X0-F1-model_v6,0.131,183,119,9,9,167,15,181,3.158e-08,269,0.7548,A0A1E3M7D4,Q9H7X0,,NAA60,9606
AF-A0A5P1UN70-F1-model_v4,AF-Q96GJ1-F1-model_v6,0.161,427,273,23,3,360,94,504,9.199e-24,673,0.7546,A0A5P1UN70,Q96GJ1,trmA,TRMT2B,9606
AF-A0A7U4P0V0-F1-model_v4,AF-Q8N465-2-F1-model_v6,0.238,210,139,12,1,204,59,253,4.382e-09,280,0.7546,A0A7U4P0V0,Q8N465,dld,D2HGDH,9606
AF-V5VH28-F1-model_v4,AF-Q96MZ0-F1-model_v6,0.194,77,56,4,4,76,46,120,0.004234,117,0.7544,V5VH28,Q96MZ0,grxC,GDAP1L1,9606
AF-A0A0E1FTP2-F1-model_v4,AF-Q96JK4-F1-model_v6,0.177,484,268,28,35,476,178,573,5.123e-21,620,0.7539,A0A0E1FTP2,Q96JK4,,HHIPL1,9606
AF-A0A1E3M5N5-F1-model_v4,AF-Q9UKU7-3-F1-model_v6,0.122,384,280,15,69,431,2,349,6.35e-11,416,0.7539,A0A1E3M5N5,Q9UKU7,,ACAD8,9606
AF-A0A1E3M540-F1-model_v4,AF-O75600-F1-model_v6,0.127,354,268,17,32,356,67,408,4.309e-15,441,0.7536,A0A1E3M540,O75600,hisC,GCAT,9606
AF-A0A1E3M6I3-F1-model_v4,AF-Q13825-F1-model_v6,0.252,273,174,7,11,263,75,337,3.59e-15,498,0.7536,A0A1E3M6I3,Q13825,,AUH,9606
AF-A0A1E3M5N5-F1-model_v4,AF-Q9UKU7-F1-model_v6,0.127,438,330,18,1,414,4,413,4.273e-13,499,0.7535,A0A1E3M5N5,Q9UKU7,,ACAD8,9606
AF-A0A1E3M4P4-F1-model_v4,AF-Q9NUT2-F1-model_v6,0.263,285,184,12,2,271,457,730,9.805e-19,571,0.7535,A0A1E3M4P4,Q9NUT2,,ABCB8,9606
AF-V5V9L9-F1-model_v4,AF-Q9NPJ3-2-F1-model_v6,0.107,112,86,6,13,110,6,117,0.002549,132,0.7532,V5V9L9,Q9NPJ3,tesB,ACOT13,9606
AF-A0A098SGK6-F1-model_v4,AF-Q9H7X0-3-F1-model_v6,0.226,106,69,4,41,142,19,115,0.0001745,159,0.7532,A0A098SGK6,Q9H7X0,rimI,NAA60,9606
AF-V5VAD9-F1-model_v4,AF-P86397-F1-model_v6,0.09,132,83,5,4,109,41,161,0.0006898,167,0.753,V5VAD9,P86397,ybgC,HTD2,9606
AF-A0A0E4HJ94-F1-model_v4,AF-P36639-1-F1-model_v6,0.181,121,78,7,54,170,44,147,0.0004082,152,0.7529,A0A0E4HJ94,P36639,,NUDT1,9606
AF-A0A0D8F1Y7-F1-model_v4,AF-Q96GJ1-2-F1-model_v6,0.158,120,90,4,31,143,333,448,2.739e-05,174,0.7529,A0A0D8F1Y7,Q96GJ1,,TRMT2B,9606
AF-A0A1E3M2E5-F1-model_v4,AF-P16083-F1-model_v6,0.221,217,142,10,1,194,1,213,4.781e-10,312,0.7528,A0A1E3M2E5,P16083,azoR,NQO2,9606
AF-A0A1E3M4I4-F1-model_v4,AF-P10746-F1-model_v6,0.148,270,201,11,1,254,1,257,2.989e-12,370,0.7528,A0A1E3M4I4,P10746,,UROS,9606
AF-A0A7U4Z0K5-F1-model_v4,AF-P31948-2-F1-model_v6,0.182,115,92,2,25,137,409,523,0.001218,167,0.7526,A0A7U4Z0K5,P31948,,STIP1,9606
AF-V5VFD0-F1-model_v4,AF-P55265-3-F1-model_v6,0.103,77,65,4,28,102,299,373,0.3878,80,0.752,V5VFD0,P55265,bigR_1,ADAR,9606
AF-A0A0D8GFH3-F1-model_v4,AF-Q0GE19-3-F1-model_v6,0.187,331,231,10,6,311,2,319,2.171e-07,324,0.7518,A0A0D8GFH3,Q0GE19,,SLC10A7,9606
AF-V5VBM2-F1-model_v4,AF-Q15758-F1-model_v6,0.237,513,291,13,1,452,33,506,2.576e-18,749,0.7518,V5VBM2,Q15758,dctA,SLC1A5,9606
AF-A0A7U4Z0K5-F1-model_v4,AF-P31948-F1-model_v6,0.185,113,90,2,25,135,362,474,0.001608,163,0.7516,A0A7U4Z0K5,P31948,,STIP1,9606
AF-A0A5P1USL9-F1-model_v4,AF-O60869-3-F1-model_v6,0.125,56,47,1,2,55,86,141,1.376,66,0.7513,A0A5P1USL9,O60869,,EDF1,9606
AF-A0A1E3M798-F1-model_v4,AF-Q9H7X0-F1-model_v6,0.162,185,120,10,5,170,12,180,1.045e-07,241,0.7511,A0A1E3M798,Q9H7X0,,NAA60,9606
AF-A0A1E3M2P8-F1-model_v4,AF-P26374-F1-model_v6,0.21,38,30,0,1,38,1,38,5.358,39,0.7511,A0A1E3M2P8,P26374,,CHML,9606
AF-A0A1E3M4P4-F1-model_v4,AF-Q9NUT2-2-F1-model_v6,0.262,286,183,12,2,271,440,713,1.746e-18,564,0.751,A0A1E3M4P4,Q9NUT2,,ABCB8,9606
AF-A0A1E3M6Q2-F1-model_v4,AF-Q8TB40-F1-model_v6,0.176,300,211,15,2,273,46,337,4.59e-13,370,0.7508,A0A1E3M6Q2,Q8TB40,,ABHD4,9606
AF-A0A1E3M7A0-F1-model_v4,AF-Q147X3-2-F1-model_v6,0.15,166,116,9,2,160,174,321,1.717e-07,238,0.7508,A0A1E3M7A0,Q147X3,,NAA30,9606
AF-A0A1E3MB54-F1-model_v4,AF-Q9NPJ3-2-F1-model_v6,0.236,127,78,7,41,164,4,114,2.489e-07,223,0.7508,A0A1E3MB54,Q9NPJ3,,ACOT13,9606
AF-A0A1L5TN78-F1-model_v4,AF-Q6ICH7-F1-model_v6,0.096,125,79,7,20,111,228,351,0.1021,102,0.7507,A0A1L5TN78,Q6ICH7,,ASPHD2,9606
AF-A0A5P1UGM8-F1-model_v4,AF-Q9H4K7-F1-model_v6,0.238,180,111,6,1,167,221,387,5.239e-06,271,0.7502,A0A5P1UGM8,Q9H4K7,,MTG2,9606
AF-A0A7H1P579-F1-model_v4,AF-O15245-F1-model_v6,0.127,392,279,18,32,378,147,520,7.197e-07,296,0.7502,A0A7H1P579,O15245,,SLC22A1,9606
AF-A0A1E3M4H2-F1-model_v4,AF-O43826-F1-model_v6,0.159,471,314,16,8,455,1,412,4.156e-09,397,0.7501,A0A1E3M4H2,O43826,,SLC37A4,9606
AF-V5VB54-F1-model_v4,AF-A8MWK0-F1-model_v6,0.189,365,237,21,20,359,143,473,2.114e-09,391,0.7498,V5VB54,A8MWK0,desA3_1,FADS2B,9606
AF-A0A1E3M4H0-F1-model_v4,AF-Q2M3R5-2-F1-model_v6,0.183,321,212,15,4,301,68,361,5.165e-07,299,0.7493,A0A1E3M4H0,Q2M3R5,,SLC35G1,9606
AF-A0A1E3M8Q6-F1-model_v4,AF-P31512-F1-model_v6,0.171,466,301,27,12,446,2,413,2.376e-24,668,0.7493,A0A1E3M8Q6,P31512,,FMO4,9606
AF-A0A1E3M3D8-F1-model_v4,AF-Q9Y4L1-2-F1-model_v6,0.213,520,308,26,74,516,2,497,6.752e-26,848,0.7491,A0A1E3M3D8,Q9Y4L1,hscA,HYOU1,9606
AF-A0A1E3MBL3-F1-model_v4,AF-O43826-F1-model_v6,0.156,421,303,13,10,389,4,413,2.094e-08,361,0.749,A0A1E3MBL3,O43826,,SLC37A4,9606
AF-A0A1E3M7G5-F1-model_v4,AF-Q8N4V2-F1-model_v6,0.122,441,305,16,10,386,86,508,2.361e-08,349,0.749,A0A1E3M7G5,Q8N4V2,,SVOP,9606
AF-V5XXN7-F1-model_v4,AF-Q9H7X0-3-F1-model_v6,0.162,117,82,5,73,173,1,117,0.0001388,153,0.7489,V5XXN7,Q9H7X0,yncA,NAA60,9606
AF-A0A1E3M4E6-F1-model_v4,AF-Q147X3-F1-model_v6,0.128,164,119,9,13,167,213,361,8.137e-06,194,0.7487,A0A1E3M4E6,Q147X3,,NAA30,9606
AF-A0A1L5TUC7-F1-model_v4,AF-Q86X67-3-F1-model_v6,0.212,165,93,8,65,200,69,225,7.821e-08,238,0.7485,A0A1L5TUC7,Q86X67,,NUDT13,9606
AF-A0A0D7SA90-F1-model_v4,AF-Q13795-2-F1-model_v6,0.183,207,123,10,12,209,4,173,6.041e-08,243,0.7483,A0A0D7SA90,Q13795,cysN,ARFRP1,9606
AF-A0A1E3M8I2-F1-model_v4,AF-Q9H7X0-2-F1-model_v6,0.123,178,115,9,3,148,22,190,8.27e-05,162,0.7481,A0A1E3M8I2,Q9H7X0,,NAA60,9606
AF-A0A086HX38-F1-model_v4,AF-Q9H171-3-F1-model_v6,0.171,70,53,1,42,111,108,172,0.1562,73,0.7481,A0A086HX38,Q9H171,zur,ZBP1,9606
AF-A0A1E3M6Z1-F1-model_v4,AF-O95831-F1-model_v6,0.199,427,254,24,2,373,131,524,3.7590000000000003e-20,605,0.748,A0A1E3M6Z1,O95831,,AIFM1,9606
AF-A0A077GEF9-F1-model_v4,AF-Q8IWU9-F1-model_v6,0.129,77,60,3,157,231,64,135,0.1453,91,0.748,A0A077GEF9,Q8IWU9,,TPH2,9606
AF-A0A1E3M1R5-F1-model_v4,AF-Q9Y5N5-F1-model_v6,0.199,211,134,14,82,272,19,214,5.296e-08,244,0.748,A0A1E3M1R5,Q9Y5N5,prmC,HEMK2,9606
AF-V5VH28-F1-model_v4,AF-Q96MZ0-4-F1-model_v6,0.194,77,56,4,4,76,46,120,0.004234,116,0.7477,V5VH28,Q96MZ0,grxC,GDAP1L1,9606
AF-A0A7U4Z0K5-F1-model_v4,AF-P31948-3-F1-model_v6,0.182,115,92,2,25,137,338,452,0.001218,167,0.7475,A0A7U4Z0K5,P31948,,STIP1,9606
AF-A0A1E3M7W7-F1-model_v4,AF-Q96MZ0-F1-model_v6,0.182,274,148,12,2,200,46,318,5.745e-08,311,0.7475,A0A1E3M7W7,Q96MZ0,,GDAP1L1,9606
AF-A0A1E3MB89-F1-model_v4,AF-Q8N6F1-3-F1-model_v6,0.093,64,55,1,57,117,73,136,1.205,67,0.7475,A0A1E3MB89,Q8N6F1,,CLDN19,9606
AF-V5VHB6-F1-model_v4,AF-Q9Y483-4-F1-model_v6,0.122,49,39,1,117,165,49,93,0.5387,70,0.7471,V5VHB6,Q9Y483,rimP,MTF2,9606
AF-A0A1E3M7A0-F1-model_v4,AF-Q147X3-F1-model_v6,0.15,166,116,9,2,160,211,358,1.825e-07,237,0.7471,A0A1E3M7A0,Q147X3,,NAA30,9606
AF-V5XXN7-F1-model_v4,AF-Q9H7X0-F1-model_v6,0.142,190,132,9,2,173,6,182,1.94e-08,269,0.747,V5XXN7,Q9H7X0,yncA,NAA60,9606
AF-A0A1L5TR07-F1-model_v4,AF-P54278-2-F1-model_v6,0.074,27,25,0,12,38,275,301,5.173,37,0.747,A0A1L5TR07,P54278,,PMS2,9606
AF-A0A0G4QPD3-F1-model_v4,AF-P11498-F1-model_v6,0.15,306,211,15,1,281,560,841,9.376e-10,278,0.7469,A0A0G4QPD3,P11498,,PC,9606
AF-V5VHB6-F1-model_v4,AF-Q9Y483-F1-model_v6,0.122,49,39,1,117,165,49,93,1.116,62,0.7468,V5VHB6,Q9Y483,rimP,MTF2,9606
AF-A0A0E1JQU8-F1-model_v4,AF-Q8NFW8-F1-model_v6,0.176,249,165,8,2,245,45,258,2.327e-11,315,0.7466,A0A0E1JQU8,Q8NFW8,kdsB,CMAS,9606
AF-A0A0H4UZ44-F1-model_v4,AF-O43826-F1-model_v6,0.121,528,321,15,1,497,1,416,9.659e-08,357,0.7462,A0A0H4UZ44,O43826,emrB,SLC37A4,9606
AF-A0A059ZMB2-F1-model_v4,AF-P36639-F1-model_v6,0.18,133,96,9,2,127,3,129,9.543e-06,196,0.7461,A0A059ZMB2,P36639,mutT_2,NUDT1,9606
AF-A0A0Q1LLS3-F1-model_v4,AF-O75600-F1-model_v6,0.117,410,290,27,23,400,45,414,2.258e-17,471,0.746,A0A0Q1LLS3,O75600,argD,GCAT,9606
AF-A0A7U4XA59-F1-model_v4,AF-Q9H078-5-F1-model_v6,0.254,421,249,19,514,884,68,473,2.7589999999999997e-22,821,0.746,A0A7U4XA59,Q9H078,,CLPB,9606
AF-A0A0H4UGS6-F1-model_v4,AF-Q6AWC2-2-F1-model_v6,0.153,65,41,1,4,54,136,200,7.423,43,0.7459,A0A0H4UGS6,Q6AWC2,,WWC2,9606
AF-A0A1E3MD29-F1-model_v4,AF-Q96MZ0-F1-model_v6,0.155,270,153,10,2,198,48,315,1.804e-07,282,0.7458,A0A1E3MD29,Q96MZ0,,GDAP1L1,9606
AF-A0A086I3X4-F1-model_v4,AF-O75600-F1-model_v6,0.111,431,278,27,89,499,72,417,3.228e-12,364,0.7458,A0A086I3X4,O75600,ddc,GCAT,9606
AF-A0A0E1FTP2-F1-model_v4,AF-Q96JK4-2-F1-model_v6,0.184,478,263,28,42,478,184,575,9.458e-21,603,0.7458,A0A0E1FTP2,Q96JK4,,HHIPL1,9606
AF-A0A0H4UZF3-F1-model_v4,AF-Q96ES6-F1-model_v6,0.146,422,297,21,33,409,3,406,1.682e-06,280,0.7457,A0A0H4UZF3,Q96ES6,,SLC33A2,9606
AF-A0A1E3MAY4-F1-model_v4,AF-Q8N8U2-F1-model_v6,0.203,261,198,5,1,254,244,501,8.886e-15,450,0.7457,A0A1E3MAY4,Q8N8U2,,CDYL2,9606
AF-A0A1E3M3W2-F1-model_v4,AF-P31937-F1-model_v6,0.081,147,54,3,1,147,39,104,0.2538,74,0.7456,A0A1E3M3W2,P31937,,HIBADH,9606
AF-A0A1E3M5N5-F1-model_v4,AF-P45954-F1-model_v6,0.139,445,311,19,1,417,32,432,7.965e-15,544,0.7454,A0A1E3M5N5,P45954,,ACADSB,9606
AF-A0A1E3M216-F1-model_v4,AF-P31512-F1-model_v6,0.192,171,123,7,24,186,165,328,7.722e-09,264,0.7453,A0A1E3M216,P31512,,FMO4,9606
AF-A0A1E3MD29-F1-model_v4,AF-Q5TGI0-F1-model_v6,0.142,245,143,13,2,194,101,330,0.0009544,167,0.7452,A0A1E3MD29,Q5TGI0,,FAXC,9606
AF-A0A1E3M4P4-F1-model_v4,AF-Q9NUT2-4-F1-model_v6,0.258,286,184,12,2,271,352,625,1.043e-17,533,0.7449,A0A1E3M4P4,Q9NUT2,,ABCB8,9606
AF-A0A1E3MBY8-F1-model_v4,AF-Q9H4K7-F1-model_v6,0.22,177,107,8,6,167,227,387,3.721e-05,232,0.7448,A0A1E3MBY8,Q9H4K7,,MTG2,9606
AF-A0A1E3M4B6-F1-model_v4,AF-O15245-F1-model_v6,0.129,378,276,15,55,391,147,512,4.792e-06,264,0.7448,A0A1E3M4B6,O15245,,SLC22A1,9606
AF-A0A0D7SA90-F1-model_v4,AF-Q13795-F1-model_v6,0.183,207,123,10,12,209,4,173,2.11e-07,229,0.7447,A0A0D7SA90,Q13795,cysN,ARFRP1,9606
AF-A0A077GBX0-F1-model_v4,AF-Q06609-F1-model_v6,0.234,47,35,1,552,597,32,78,4.683,57,0.7446,A0A077GBX0,Q06609,uvrC,RAD51,9606
AF-A0A7U4X5I1-F1-model_v4,AF-Q9NRG7-F1-model_v6,0.158,365,216,19,1,346,1,293,2.026e-11,344,0.7445,A0A7U4X5I1,Q9NRG7,,SDR39U1,9606
AF-A0A1E3M715-F1-model_v4,AF-P55265-4-F1-model_v6,0.171,64,50,1,15,78,179,239,2.483,57,0.7441,A0A1E3M715,P55265,,ADAR,9606
AF-A0A0H4UB60-F1-model_v4,AF-Q9NRG7-F1-model_v6,0.166,295,195,14,1,256,1,283,5.178e-12,363,0.7438,A0A0H4UB60,Q9NRG7,,SDR39U1,9606
AF-V5VAJ6-F1-model_v4,AF-Q9UBI4-6-F1-model_v6,0.175,57,46,1,74,130,270,325,0.4318,66,0.7436,V5VAJ6,Q9UBI4,,STOML1,9606
AF-A0A077GI86-F1-model_v4,AF-Q6UB35-F1-model_v6,0.145,48,41,0,86,133,780,827,3.432,45,0.7435,A0A077GI86,Q6UB35,,MTHFD1L,9606
AF-A0A1E3M691-F1-model_v4,AF-P16083-F1-model_v6,0.234,230,126,12,1,189,2,222,2.197e-10,311,0.7432,A0A1E3M691,P16083,,NQO2,9606
AF-V5V9R4-F1-model_v4,AF-Q9Y4L1-F1-model_v6,0.162,424,236,25,2,330,22,421,2e-15,434,0.7432,V5V9R4,Q9Y4L1,mreB,HYOU1,9606
AF-A0A0G4QUE5-F1-model_v4,AF-Q03154-2-F1-model_v6,0.147,401,234,18,1,375,8,326,1.549e-13,364,0.7428,A0A0G4QUE5,Q03154,dapE,ACY1,9606
AF-A0A0D5YKV8-F1-model_v4,AF-Q96HP4-F1-model_v6,0.206,271,175,15,4,253,61,312,1.088e-14,421,0.7426,A0A0D5YKV8,Q96HP4,,OXNAD1,9606
AF-V5VGE4-F1-model_v4,AF-P05166-2-F1-model_v6,0.174,247,164,10,5,238,324,543,1.167e-10,329,0.7426,V5VGE4,P05166,accA,PCCB,9606
AF-V5VGI5-F1-model_v4,AF-Q9H4K7-F1-model_v6,0.257,159,107,6,5,155,227,382,5.54e-08,253,0.7417,V5VGI5,Q9H4K7,der,MTG2,9606
AF-A0A1E3M3L0-F1-model_v4,AF-P16083-F1-model_v6,0.173,225,146,12,2,200,5,215,2.686e-11,344,0.7416,A0A1E3M3L0,P16083,azoR,NQO2,9606
AF-V5VF83-F1-model_v4,AF-Q9H171-2-F1-model_v6,0.178,73,43,4,150,219,109,167,0.5848,72,0.7411,V5VF83,Q9H171,crp,ZBP1,9606
AF-A0A7H2C3Y9-F1-model_v4,AF-O75600-2-F1-model_v6,0.16,393,254,22,28,388,93,441,1.034e-15,441,0.741,A0A7H2C3Y9,O75600,phnW,GCAT,9606
AF-A0A1E3M4C3-F1-model_v4,AF-Q8NBJ7-2-F1-model_v6,0.24,200,103,12,130,322,48,205,3.191e-06,180,0.7408,A0A1E3M4C3,Q8NBJ7,,SUMF2,9606
AF-V5VGZ9-F1-model_v4,AF-Q8N5C6-2-F1-model_v6,0.157,76,52,3,138,203,542,615,0.0152,121,0.7408,V5VGZ9,Q8N5C6,nusA,SRBD1,9606
AF-V5VBY5-F1-model_v4,AF-Q4G0N8-2-F1-model_v6,0.14,457,308,16,5,442,14,404,2.028e-05,253,0.7406,V5VBY5,Q4G0N8,nhaP,SLC9C1,9606
AF-A0A1E3M3J2-F1-model_v4,AF-Q9Y5N5-F1-model_v6,0.174,218,138,11,114,317,21,210,3.36e-09,288,0.7405,A0A1E3M3J2,Q9Y5N5,prmB,HEMK2,9606
AF-A0A0H4UJ57-F1-model_v4,AF-Q9UHY7-2-F1-model_v6,0.139,93,71,3,122,212,23,108,0.3479,68,0.7404,A0A0H4UJ57,Q9UHY7,,ENOPH1,9606
AF-V5VGZ9-F1-model_v4,AF-Q8N5C6-F1-model_v6,0.157,76,52,3,138,203,917,990,0.03236,112,0.7398,V5VGZ9,Q8N5C6,nusA,SRBD1,9606
AF-A0A0H4UE66-F1-model_v4,AF-Q6P587-2-F1-model_v6,0.162,222,141,12,163,367,28,221,2.665e-09,256,0.7398,A0A0H4UE66,Q6P587,,FAHD1,9606
AF-A0A5P1USL9-F1-model_v4,AF-O60869-2-F1-model_v6,0.129,54,47,0,2,55,86,139,2.517,58,0.7397,A0A5P1USL9,O60869,,EDF1,9606
AF-A0A0H4UE66-F1-model_v4,AF-Q6P2I3-F1-model_v6,0.161,391,206,21,5,366,17,314,1.636e-14,394,0.7397,A0A0H4UE66,Q6P2I3,,FAHD2B,9606
AF-V5VBT0-F1-model_v4,AF-Q6ZV29-3-F1-model_v6,0.172,226,146,13,143,358,913,1107,0.0005099,172,0.7396,V5VBT0,Q6ZV29,,PNPLA7,9606
AF-A0A5P1UIV9-F1-model_v4,AF-Q8IZ83-3-F1-model_v6,0.168,226,158,14,6,224,512,714,1.179e-06,216,0.7396,A0A5P1UIV9,Q8IZ83,proA,ALDH16A1,9606
AF-V5XVR9-F1-model_v4,AF-P11177-2-F1-model_v6,0.142,357,228,26,354,661,12,339,1.11e-08,285,0.7395,V5XVR9,P11177,tkt,PDHB,9606
AF-A0A7U4X6Q0-F1-model_v4,AF-Q8N5C6-2-F1-model_v6,0.25,96,51,6,632,724,543,620,0.003458,134,0.7394,A0A7U4X6Q0,Q8N5C6,rnr,SRBD1,9606
AF-A0A077GBX0-F1-model_v4,AF-Q06609-4-F1-model_v6,0.234,47,35,1,552,597,32,78,3.06,62,0.739,A0A077GBX0,Q06609,uvrC,RAD51,9606
AF-V5V9V2-F1-model_v4,AF-P56192-F1-model_v6,0.127,212,160,12,12,214,2,197,6.113e-05,187,0.739,V5V9V2,P56192,sspA,MARS1,9606
AF-A0A7H2C3Y9-F1-model_v4,AF-O75600-F1-model_v6,0.16,393,254,22,28,388,67,415,3.909e-16,451,0.739,A0A7H2C3Y9,O75600,phnW,GCAT,9606
AF-A0A1E3M6Y3-F1-model_v4,AF-O60869-F1-model_v6,0.177,62,48,1,1,59,69,130,0.1154,106,0.7389,A0A1E3M6Y3,O60869,,EDF1,9606
AF-A0A077GH01-F1-model_v4,AF-O15427-F1-model_v6,0.15,433,293,26,17,423,21,404,2.255e-06,279,0.7388,A0A077GH01,O15427,,SLC16A3,9606
AF-V5VFD0-F1-model_v4,AF-P55265-4-F1-model_v6,0.102,78,64,5,29,102,341,416,0.2371,82,0.7387,V5VFD0,P55265,bigR_1,ADAR,9606
AF-V5VGV3-F1-model_v4,AF-Q53H82-F1-model_v6,0.194,216,137,12,5,206,22,214,1.522e-10,294,0.7386,V5VGV3,Q53H82,,LACTB2,9606
AF-A0A059ZMA0-F1-model_v4,AF-P55265-5-F1-model_v6,0.123,65,51,2,6,69,4,63,1.749,59,0.7385,A0A059ZMA0,P55265,nsrR,ADAR,9606
AF-A0A081H9Y4-F1-model_v4,AF-Q8WUY1-F1-model_v6,0.159,144,93,6,10,144,49,173,6.837e-08,267,0.7384,A0A081H9Y4,Q8WUY1,fadM,THEM6,9606
AF-V5VBS3-F1-model_v4,AF-P55265-2-F1-model_v6,0.172,87,60,5,1,82,124,203,0.2427,92,0.7384,V5VBS3,P55265,mdcH,ADAR,9606
AF-V5VFS9-F1-model_v4,AF-Q1L5Z9-F1-model_v6,0.144,229,165,8,20,231,538,752,1.841e-08,299,0.7383,V5VFS9,Q1L5Z9,lon,LONRF2,9606
AF-V5VEU8-F1-model_v4,AF-Q96E52-F1-model_v6,0.254,240,143,10,44,258,233,461,1.232e-09,369,0.7382,V5VEU8,Q96E52,loiP,OMA1,9606
AF-A0A1E3M796-F1-model_v4,AF-P37058-2-F1-model_v6,0.209,224,149,8,2,213,50,257,4.295e-09,279,0.7381,A0A1E3M796,P37058,,HSD17B3,9606
AF-A0A0D8FHM6-F1-model_v4,AF-Q9H171-5-F1-model_v6,0.016,62,57,1,4,65,11,68,5.575,55,0.7377,A0A0D8FHM6,Q9H171,,ZBP1,9606
AF-V5VE66-F1-model_v4,AF-Q9NUB1-4-F1-model_v6,0.148,282,187,23,86,330,288,553,6.21e-10,259,0.7377,V5VE66,Q9NUB1,paaF,ACSS1,9606
AF-A0A5P1UGM8-F1-model_v4,AF-Q9H4K7-2-F1-model_v6,0.255,172,100,8,10,167,2,159,3.855e-05,233,0.7371,A0A5P1UGM8,Q9H4K7,,MTG2,9606
AF-V5V9X1-F1-model_v4,AF-Q7L3T8-F1-model_v6,0.176,369,233,14,102,414,16,369,9.125e-16,475,0.7369,V5V9X1,Q7L3T8,serS,PARS2,9606
AF-V5VDV7-F1-model_v4,AF-Q96EV2-F1-model_v6,0.166,24,20,0,78,101,1122,1145,6.547,32,0.7362,V5VDV7,Q96EV2,,RBM33,9606
AF-A0A1E3M3F3-F1-model_v4,AF-P60842-F1-model_v6,0.176,379,257,21,589,936,38,392,5.187e-12,381,0.736,A0A1E3M3F3,P60842,mfd,EIF4A1,9606
AF-V5VE66-F1-model_v4,AF-Q9NUB1-3-F1-model_v6,0.163,380,262,26,81,421,162,524,1.069e-16,424,0.7359,V5VE66,Q9NUB1,paaF,ACSS1,9606
AF-A0A059ZM65-F1-model_v4,AF-Q9H7X0-2-F1-model_v6,0.174,155,99,8,1,136,14,158,8.971e-06,186,0.7357,A0A059ZM65,Q9H7X0,,NAA60,9606
AF-V5VCB9-F1-model_v4,AF-Q2M3R5-F1-model_v6,0.187,299,214,14,6,285,70,358,2.355e-07,299,0.7353,V5VCB9,Q2M3R5,,SLC35G1,9606
AF-A0A1E3M4E6-F1-model_v4,AF-Q147X3-2-F1-model_v6,0.128,164,119,9,13,167,176,324,5.682e-06,193,0.7353,A0A1E3M4E6,Q147X3,,NAA30,9606
AF-A0A1E3M5T3-F1-model_v4,AF-Q96MZ0-F1-model_v6,0.195,282,150,15,1,208,42,320,5.793e-08,292,0.7351,A0A1E3M5T3,Q96MZ0,,GDAP1L1,9606
AF-A0A098SPG7-F1-model_v4,AF-Q149N8-F1-model_v6,0.22,186,122,9,465,645,1508,1675,1.629e-05,212,0.7349,A0A098SPG7,Q149N8,rapA,SHPRH,9606
AF-V5V938-F1-model_v4,AF-P55265-4-F1-model_v6,0.183,87,57,4,27,111,340,414,0.03734,96,0.7348,V5V938,P55265,hxlR_1,ADAR,9606
AF-A0A7U4YUN0-F1-model_v4,AF-Q96RR1-2-F1-model_v6,0.2,260,174,12,138,386,343,579,1.561e-08,278,0.7347,A0A7U4YUN0,Q96RR1,,TWNK,9606
AF-A0A1E3MDL2-F1-model_v4,AF-Q10471-F1-model_v6,0.113,230,137,13,6,171,138,364,5.801e-06,186,0.7345,A0A1E3MDL2,Q10471,,GALNT2,9606
AF-A0A1E3MB89-F1-model_v4,AF-O95471-2-F1-model_v6,0.046,64,58,1,57,117,73,136,5.01,50,0.7345,A0A1E3MB89,O95471,,CLDN7,9606
