protein_a,protein_b,score
tr|A0A1E3M7L2|A0A1E3M7L2_ACIBA,tr|A0A1E3M9E0|A0A1E3M9E0_ACIBA,0.998046875
tr|A0A1E3M5Z6|A0A1E3M5Z6_ACIBA,tr|A0A090B695|A0A090B695_ACIBA,0.71875
tr|A0A059ZU64|A0A059ZU64_ACIBA,tr|A0A1E3MB59|A0A1E3MB59_ACIBA,0.7177734375
tr|V5V9Y3|V5V9Y3_ACIBA,tr|A0A5P1UK57|A0A5P1UK57_ACIBA,0.71728515625
tr|A0A1E3M2W1|A0A1E3M2W1_ACIBA,tr|A0A1E3M3N5|A0A1E3M3N5_ACIBA,0.716796875
tr|A0A1E3M797|A0A1E3M797_ACIBA,tr|V5V9N8|V5V9N8_ACIBA,0.716796875
tr|A0A1E3M544|A0A1E3M544_ACIBA,tr|A0A1E3M5S5|A0A1E3M5S5_ACIBA,0.716796875
tr|V5VHK4|V5VHK4_ACIBA,tr|V5VHG5|V5VHG5_ACIBA,0.71630859375
tr|A0A7U4X9P9|A0A7U4X9P9_ACIBA,tr|V5VDT3|V5VDT3_ACIBA,0.71630859375
tr|A0A059ZV46|A0A059ZV46_ACIBA,tr|A0A059ZQ79|A0A059ZQ79_ACIBA,0.71630859375
tr|V5VHJ5|V5VHJ5_ACIBA,tr|V5VA78|V5VA78_ACIBA,0.7158203125
tr|A0A1E3M772|A0A1E3M772_ACIBA,tr|A0A1E3M3L6|A0A1E3M3L6_ACIBA,0.71533203125
tr|A0A059ZND2|A0A059ZND2_ACIBA,tr|V5VAM3|V5VAM3_ACIBA,0.71533203125
tr|A0A1E3M6E5|A0A1E3M6E5_ACIBA,tr|A0A1A1STA6|A0A1A1STA6_ACIBA,0.7138671875
tr|A0A059ZRF5|A0A059ZRF5_ACIBA,tr|V5VDT3|V5VDT3_ACIBA,0.71337890625
tr|V5VB41|V5VB41_ACIBA,tr|V5VB52|V5VB52_ACIBA,0.7119140625
tr|A0A098SHG1|A0A098SHG1_ACIBA,tr|A0A1E3M849|A0A1E3M849_ACIBA,0.7119140625
tr|V5VFJ3|V5VFJ3_ACIBA,tr|A0A0G4QSW7|A0A0G4QSW7_ACIBA,0.7119140625
tr|V5VDL9|V5VDL9_ACIBA,tr|V5VDM2|V5VDM2_ACIBA,0.7119140625
tr|A0A5P1UNA0|A0A5P1UNA0_ACIBA,tr|A0A1E3M8I3|A0A1E3M8I3_ACIBA,0.71142578125
tr|A0A077GH01|A0A077GH01_ACIBA,tr|A0A1E3M1T3|A0A1E3M1T3_ACIBA,0.71142578125
tr|A0A1E3M3L6|A0A1E3M3L6_ACIBA,tr|A0A1E3M2N7|A0A1E3M2N7_ACIBA,0.7109375
tr|A0A059ZJ17|A0A059ZJ17_ACIBA,tr|V5VDA7|V5VDA7_ACIBA,0.7109375
tr|V5VC16|V5VC16_ACIBA,tr|V5VCD9|V5VCD9_ACIBA,0.7109375
tr|A0A077GN97|A0A077GN97_ACIBA,tr|A0A1E3M8J2|A0A1E3M8J2_ACIBA,0.7109375
tr|A0A0H4UDC0|A0A0H4UDC0_ACIBA,tr|A0A1E3M633|A0A1E3M633_ACIBA,0.7099609375
tr|V5VEB8|V5VEB8_ACIBA,tr|V5VDT3|V5VDT3_ACIBA,0.70947265625
tr|A0A1E3M763|A0A1E3M763_ACIBA,tr|A0A059ZTY9|A0A059ZTY9_ACIBA,0.70947265625
tr|V5VH51|V5VH51_ACIBA,tr|V5VB25|V5VB25_ACIBA,0.70947265625
tr|V5V9Y6|V5V9Y6_ACIBA,tr|A0A0H4UWN7|A0A0H4UWN7_ACIBA,0.70947265625
tr|A0A1E3M5X7|A0A1E3M5X7_ACIBA,tr|A0A059ZKT7|A0A059ZKT7_ACIBA,0.708984375
tr|V5VGM1|V5VGM1_ACIBA,tr|A0A098SHG1|A0A098SHG1_ACIBA,0.708984375
tr|A0A059ZKT7|A0A059ZKT7_ACIBA,tr|V5VJG0|V5VJG0_ACIBA,0.708984375
tr|A0A1E3M544|A0A1E3M544_ACIBA,tr|A0A1E3M5H2|A0A1E3M5H2_ACIBA,0.70849609375
tr|A0A059ZGV9|A0A059ZGV9_ACIBA,tr|V5VCK8|V5VCK8_ACIBA,0.70849609375
tr|A0A0B9W5M8|A0A0B9W5M8_ACIBA,tr|V5VF03|V5VF03_ACIBA,0.70849609375
tr|A0A077GN97|A0A077GN97_ACIBA,tr|A0A059ZKT7|A0A059ZKT7_ACIBA,0.7080078125
tr|V5VB41|V5VB41_ACIBA,tr|A0A1E3M9J9|A0A1E3M9J9_ACIBA,0.7080078125
tr|A0A1E3M3L6|A0A1E3M3L6_ACIBA,tr|A0A077GN97|A0A077GN97_ACIBA,0.70703125
tr|A0A090B695|A0A090B695_ACIBA,tr|A0A1E3M5S4|A0A1E3M5S4_ACIBA,0.70703125
tr|V5VEU7|V5VEU7_ACIBA,tr|A0A1E3M5S4|A0A1E3M5S4_ACIBA,0.70703125
tr|V5VBR5|V5VBR5_ACIBA,tr|A0A1E3M3N5|A0A1E3M3N5_ACIBA,0.7060546875
tr|A0A1E3M7L2|A0A1E3M7L2_ACIBA,tr|A0A1E3M5N6|A0A1E3M5N6_ACIBA,0.70556640625
tr|V5VH51|V5VH51_ACIBA,tr|A0A059ZL92|A0A059ZL92_ACIBA,0.70458984375
tr|V5VBR5|V5VBR5_ACIBA,tr|A0A1E3M5Y0|A0A1E3M5Y0_ACIBA,0.70361328125
tr|A0A1E3M7F2|A0A1E3M7F2_ACIBA,tr|V5VGH4|V5VGH4_ACIBA,0.70361328125
tr|A0A1E3M3N7|A0A1E3M3N7_ACIBA,tr|V5VHR7|V5VHR7_ACIBA,0.70263671875
tr|A0A077GGD9|A0A077GGD9_ACIBA,tr|V5VE65|V5VE65_ACIBA,0.7021484375
tr|A0A0D5YI70|A0A0D5YI70_ACIBA,tr|A0A1E3M393|A0A1E3M393_ACIBA,0.7021484375
tr|A0A1E3M772|A0A1E3M772_ACIBA,tr|V5VBL5|V5VBL5_ACIBA,0.7021484375
tr|A0A1E3M8I3|A0A1E3M8I3_ACIBA,tr|A0A1E3M2N7|A0A1E3M2N7_ACIBA,0.70166015625
tr|A0A1E3M544|A0A1E3M544_ACIBA,tr|V5VFJ3|V5VFJ3_ACIBA,0.70166015625
tr|A0A1E3M5X7|A0A1E3M5X7_ACIBA,tr|A0A1E3M5M9|A0A1E3M5M9_ACIBA,0.70166015625
tr|A0A1E3M5S5|A0A1E3M5S5_ACIBA,tr|A0A059ZN38|A0A059ZN38_ACIBA,0.701171875
tr|A0A0D8GAT7|A0A0D8GAT7_ACIBA,tr|A0A098SM27|A0A098SM27_ACIBA,0.701171875
tr|V5VIQ3|V5VIQ3_ACIBA,tr|V5VG26|V5VG26_ACIBA,0.701171875
tr|A0A1E3M5Z6|A0A1E3M5Z6_ACIBA,tr|A0A1E3M8I3|A0A1E3M8I3_ACIBA,0.70068359375
tr|A0A7U4X7B8|A0A7U4X7B8_ACIBA,tr|V5V9V9|V5V9V9_ACIBA,0.70068359375
